CustomerID,Gender,Age,Items Purchased,Category,Purchase Amount,Shipping Type,Subscription Status,Season,Country,Age Group
685,Female,55,Blouse,Clothing,55,Free Shipping,No,Winter,Albania,55-64
686,Male,55,Sweater,Clothing,98,Free Shipping,Yes,Winter,Albania,55-64
687,Female,55,Jeans,Clothing,99,Free Shipping,No,Winter,Albania,55-64
688,Female,55,Sandals,Footwear,65,Free Shipping,Yes,Winter,Albania,55-64
689,Female,55,Blouse,Clothing,35,Free Shipping,No,Winter,Albania,55-64
690,Female,55,Sneakers,Footwear,85,Free Shipping,Yes,Winter,Albania,55-64
691,Female,55,Shirt,Clothing,96,Free Shipping,No,Winter,Albania,55-64
692,Male,55,Shorts,Clothing,74,Free Shipping,Yes,Winter,Albania,55-64
693,Male,55,Coat,Outerwear,52,Free Shipping,No,Winter,Albania,55-64
694,Female,55,Handbag,Accessories,22,Free Shipping,Yes,Winter,Albania,55-64
695,Female,55,Sunglasses,Accessories,21,Express,No,Winter,Albania,55-64
696,Male,55,Scarf,Accessories,45,Free Shipping,Yes,Winter,Albania,55-64
697,Female,55,Blouse,Clothing,77,Next Day Air,No,Winter,Albania,55-64
698,Female,55,Sweater,Clothing,50,2-Day Shipping,Yes,Winter,Albania,55-64
699,Male,55,Jeans,Clothing,25,2-Day Shipping,No,Winter,Albania,55-64
700,Male,55,Sandals,Footwear,15,2-Day Shipping,Yes,Winter,Albania,55-64
701,Female,55,Blouse,Clothing,69,2-Day Shipping,No,Winter,Albania,55-64
702,Female,55,Sneakers,Footwear,85,2-Day Shipping,Yes,Winter,Albania,55-64
703,Male,55,Shirt,Clothing,12,2-Day Shipping,No,Winter,Albania,55-64
704,Male,55,Shorts,Clothing,100,2-Day Shipping,Yes,Winter,Albania,55-64
705,Male,55,Coat,Outerwear,23,2-Day Shipping,No,Winter,Albania,55-64
706,Female,55,Handbag,Accessories,14,2-Day Shipping,Yes,Winter,Albania,55-64
707,Female,55,Sunglasses,Accessories,25,2-Day Shipping,No,Winter,Albania,55-64
708,Male,55,Scarf,Accessories,41,2-Day Shipping,Yes,Winter,Albania,55-64
709,Male,55,Blouse,Clothing,22,2-Day Shipping,No,Winter,Albania,55-64
710,Male,55,Sweater,Clothing,63,2-Day Shipping,Yes,Winter,Albania,55-64
711,Male,55,Jeans,Clothing,55,2-Day Shipping,No,Winter,Albania,55-64
712,Female,55,Blouse,Clothing,98,2-Day Shipping,Yes,Winter,Albania,55-64
713,Female,55,Sweater,Clothing,99,2-Day Shipping,No,Winter,Albania,55-64
714,Male,55,Jeans,Clothing,65,2-Day Shipping,Yes,Winter,Albania,55-64
715,Female,55,Sandals,Footwear,35,2-Day Shipping,No,Winter,Albania,55-64
716,Female,55,Blouse,Clothing,85,Express,Yes,Winter,Albania,55-64
717,Female,55,Sneakers,Footwear,96,Express,No,Winter,Albania,55-64
718,Female,55,Shirt,Clothing,74,Express,Yes,Winter,Albania,55-64
719,Female,55,Shorts,Clothing,52,Express,No,Winter,Albania,55-64
720,Female,55,Coat,Outerwear,22,Express,Yes,Winter,Albania,55-64
721,Male,55,Handbag,Accessories,21,Express,No,Winter,Albania,55-64
722,Female,22,Sunglasses,Accessories,45,Express,Yes,Winter,Albania,25-34
723,Female,25,Scarf,Accessories,77,Express,No,Winter,Albania,25-34
724,Male,32,Blouse,Clothing,50,Express,Yes,Winter,Albania,25-34
725,Female,35,Sweater,Clothing,25,Express,No,Winter,Albania,25-34
726,Female,36,Jeans,Clothing,15,Express,Yes,Winter,Albania,35-44
727,Male,39,Sandals,Footwear,69,Express,No,Winter,Albania,35-44
728,Male,38,Blouse,Clothing,85,Next Day Air,Yes,Winter,Albania,35-44
729,Male,37,Sneakers,Footwear,12,Next Day Air,No,Winter,Albania,35-44
730,Male,34,Shirt,Clothing,100,Next Day Air,Yes,Winter,Albania,25-34
731,Male,34,Shorts,Clothing,23,Next Day Air,No,Winter,Albania,25-34
732,Male,32,Coat,Outerwear,14,Next Day Air,Yes,Winter,Albania,25-34
733,Female,19,Handbag,Accessories,25,Next Day Air,No,Winter,Albania,18-24
734,Female,18,Sunglasses,Accessories,41,Next Day Air,Yes,Winter,Albania,Under 18
735,Male,19,Scarf,Accessories,22,Next Day Air,No,Winter,Albania,18-24
736,Female,18,Blouse,Clothing,63,Next Day Air,Yes,Winter,Albania,Under 18
737,Female,19,Sweater,Clothing,55,Next Day Air,No,Winter,Albania,18-24
738,Male,18,Jeans,Clothing,98,Next Day Air,Yes,Winter,Albania,Under 18
739,Male,19,Sandals,Footwear,99,Next Day Air,No,Winter,Albania,18-24
740,Female,22,Blouse,Clothing,65,Next Day Air,Yes,Winter,Albania,25-34
741,Female,25,Sneakers,Footwear,35,Next Day Air,No,Winter,Albania,25-34
742,Male,26,Shirt,Clothing,85,Next Day Air,Yes,Winter,Albania,25-34
743,Female,28,Shorts,Clothing,96,Next Day Air,No,Winter,Albania,25-34
744,Female,28,Coat,Outerwear,74,Next Day Air,Yes,Winter,Albania,25-34
745,Male,27,Handbag,Accessories,52,Next Day Air,No,Winter,Albania,25-34
746,Male,23,Sunglasses,Accessories,22,Next Day Air,Yes,Winter,Albania,25-34
747,Male,30,Scarf,Accessories,21,Next Day Air,No,Winter,Albania,25-34
748,Female,33,Blouse,Clothing,45,Next Day Air,Yes,Winter,Albania,25-34
749,Female,31,Sweater,Clothing,77,Next Day Air,No,Fall,Albania,25-34
750,Male,32,Jeans,Clothing,50,Next Day Air,Yes,Fall,Albania,25-34
751,Male,32,Sandals,Footwear,25,Next Day Air,No,Fall,Albania,25-34
752,Male,32,Blouse,Clothing,15,Next Day Air,Yes,Fall,Albania,25-34
753,Female,32,Sneakers,Footwear,69,Next Day Air,No,Fall,Albania,25-34
754,Female,32,Shirt,Clothing,85,Next Day Air,Yes,Fall,Albania,25-34
755,Female,32,Shorts,Clothing,12,Next Day Air,No,Fall,Albania,25-34
756,Female,32,Coat,Outerwear,100,Next Day Air,Yes,Fall,Albania,25-34
757,Male,32,Handbag,Accessories,23,Next Day Air,No,Fall,Albania,25-34
758,Female,32,Sunglasses,Accessories,14,Next Day Air,Yes,Fall,Albania,25-34
759,Male,32,Scarf,Accessories,25,Next Day Air,No,Fall,Albania,25-34
760,Female,55,Blouse,Clothing,41,Next Day Air,Yes,Fall,Albania,55-64
761,Female,33,Sweater,Clothing,22,Next Day Air,No,Fall,Albania,25-34
762,Female,36,Jeans,Clothing,63,Next Day Air,Yes,Fall,Albania,35-44
763,Male,39,Blouse,Clothing,55,Next Day Air,No,Fall,Albania,35-44
764,Female,38,Sweater,Clothing,98,Next Day Air,Yes,Fall,Albania,35-44
765,Male,34,Jeans,Clothing,99,Next Day Air,No,Fall,Albania,25-34
766,Female,35,Sandals,Footwear,65,Next Day Air,Yes,Fall,Albania,25-34
767,Male,36,Blouse,Clothing,35,Next Day Air,No,Fall,Albania,35-44
768,Female,36,Sneakers,Footwear,85,Next Day Air,Yes,Fall,Albania,35-44
769,Female,36,Shirt,Clothing,96,Next Day Air,No,Fall,Albania,35-44
770,Male,38,Shorts,Clothing,74,Next Day Air,Yes,Fall,Albania,35-44
771,Male,18,Coat,Outerwear,52,Next Day Air,No,Fall,Albania,Under 18
772,Male,19,Handbag,Accessories,22,Next Day Air,Yes,Fall,Albania,18-24
773,Male,19,Sunglasses,Accessories,21,Next Day Air,No,Fall,Albania,18-24
774,Male,19,Scarf,Accessories,45,Next Day Air,Yes,Fall,Albania,18-24
775,Female,19,Blouse,Clothing,77,Next Day Air,No,Fall,Albania,18-24
776,Female,19,Sweater,Clothing,50,Next Day Air,Yes,Fall,Albania,18-24
777,Male,18,Jeans,Clothing,25,Next Day Air,No,Fall,Albania,Under 18
778,Male,18,Sandals,Footwear,15,Next Day Air,Yes,Fall,Albania,Under 18
779,Male,18,Blouse,Clothing,69,Next Day Air,No,Fall,Albania,Under 18
780,Male,18,Sneakers,Footwear,85,Next Day Air,Yes,Fall,Albania,Under 18
781,Female,18,Shirt,Clothing,12,Next Day Air,No,Fall,Albania,Under 18
782,Female,18,Shorts,Clothing,100,Next Day Air,Yes,Fall,Albania,Under 18
783,Male,18,Coat,Outerwear,23,Next Day Air,No,Fall,Albania,Under 18
784,Female,18,Handbag,Accessories,14,Next Day Air,Yes,Fall,Albania,Under 18
785,Female,19,Sunglasses,Accessories,25,Next Day Air,No,Fall,Albania,18-24
786,Male,19,Scarf,Accessories,41,Next Day Air,Yes,Fall,Albania,18-24
787,Female,19,Blouse,Clothing,22,Next Day Air,No,Fall,Albania,18-24
788,Male,18,Sweater,Clothing,63,Next Day Air,Yes,Fall,Albania,Under 18
789,Female,20,Jeans,Clothing,55,Next Day Air,No,Fall,Albania,18-24
790,Female,35,Sandals,Footwear,98,Next Day Air,Yes,Fall,Albania,25-34
791,Female,45,Blouse,Clothing,99,Next Day Air,No,Fall,Albania,35-44
792,Female,60,Sneakers,Footwear,65,Next Day Air,Yes,Fall,Albania,55-64
793,Male,22,Shirt,Clothing,35,Next Day Air,No,Fall,Albania,25-34
794,Female,24,Shorts,Clothing,85,Next Day Air,Yes,Fall,Albania,25-34
795,Female,68,Coat,Outerwear,96,Next Day Air,No,Fall,Albania,65+
796,Female,53,Handbag,Accessories,74,Next Day Air,Yes,Fall,Albania,55-64
797,Female,74,Sunglasses,Accessories,52,Next Day Air,No,Fall,Albania,65+
798,Male,55,Scarf,Accessories,22,Next Day Air,Yes,Fall,Albania,55-64
799,Male,51,Blouse,Clothing,21,Next Day Air,No,Fall,Albania,55-64
800,Male,42,Sweater,Clothing,45,Next Day Air,Yes,Fall,Albania,35-44
801,Female,43,Jeans,Clothing,77,Next Day Air,No,Fall,Albania,35-44
802,Male,47,Sandals,Footwear,50,Next Day Air,Yes,Fall,Albania,55-64
803,Female,48,Blouse,Clothing,25,Next Day Air,No,Fall,Albania,55-64
804,Female,60,Sneakers,Footwear,15,Next Day Air,Yes,Fall,Albania,55-64
805,Female,22,Shirt,Clothing,69,Next Day Air,No,Fall,Albania,25-34
806,Female,21,Shorts,Clothing,85,Next Day Air,Yes,Fall,Albania,25-34
807,Female,19,Coat,Outerwear,12,Next Day Air,No,Fall,Albania,18-24
808,Male,23,Handbag,Accessories,100,Next Day Air,Yes,Fall,Albania,25-34
809,Female,25,Sunglasses,Accessories,23,Next Day Air,No,Fall,Albania,25-34
810,Female,25,Scarf,Accessories,14,Next Day Air,Yes,Fall,Albania,25-34
811,Female,26,Blouse,Clothing,25,Next Day Air,No,Fall,Albania,25-34
812,Female,28,Sweater,Clothing,41,Next Day Air,Yes,Fall,Albania,25-34
813,Male,27,Jeans,Clothing,22,Next Day Air,No,Fall,Albania,25-34
814,Male,29,Blouse,Clothing,63,Next Day Air,Yes,Fall,Albania,25-34
815,Male,21,Sweater,Clothing,55,Next Day Air,No,Fall,Albania,25-34
816,Female,24,Jeans,Clothing,98,Next Day Air,Yes,Fall,Albania,25-34
817,Male,25,Sandals,Footwear,99,Next Day Air,No,Fall,Albania,25-34
818,Female,26,Blouse,Clothing,65,Next Day Air,Yes,Fall,Albania,25-34
819,Female,23,Sneakers,Footwear,35,Next Day Air,No,Fall,Albania,25-34
820,Female,25,Shirt,Clothing,85,Next Day Air,Yes,Fall,Albania,25-34
821,Female,33,Shorts,Clothing,96,Next Day Air,No,Fall,Albania,25-34
822,Female,33,Coat,Outerwear,74,Next Day Air,Yes,Fall,Albania,25-34
823,Male,36,Handbag,Accessories,52,Next Day Air,No,Spring,Albania,35-44
824,Female,25,Sunglasses,Accessories,22,Next Day Air,Yes,Spring,Albania,25-34
825,Female,36,Scarf,Accessories,21,Next Day Air,No,Spring,Albania,35-44
826,Female,39,Blouse,Clothing,45,Next Day Air,Yes,Spring,Albania,35-44
827,Female,38,Sweater,Clothing,77,Next Day Air,No,Spring,Albania,35-44
828,Male,22,Jeans,Clothing,50,Next Day Air,Yes,Spring,Albania,25-34
829,Male,22,Sandals,Footwear,25,Next Day Air,No,Spring,Albania,25-34
830,Male,22,Blouse,Clothing,15,Next Day Air,Yes,Spring,Albania,25-34
831,Female,22,Sneakers,Footwear,69,Next Day Air,No,Spring,Albania,25-34
832,Male,22,Shirt,Clothing,85,Next Day Air,Yes,Spring,Albania,25-34
833,Female,22,Shorts,Clothing,12,Next Day Air,No,Spring,Albania,25-34
834,Female,22,Coat,Outerwear,100,Next Day Air,Yes,Spring,Albania,25-34
835,Female,22,Handbag,Accessories,23,Next Day Air,No,Spring,Albania,25-34
836,Female,22,Sunglasses,Accessories,14,Next Day Air,Yes,Spring,Albania,25-34
837,Male,22,Scarf,Accessories,25,Next Day Air,No,Spring,Albania,25-34
838,Male,22,Blouse,Clothing,41,Free Shipping,Yes,Spring,Albania,25-34
839,Male,22,Sweater,Clothing,22,Free Shipping,No,Spring,Albania,25-34
840,Female,22,Jeans,Clothing,63,Free Shipping,Yes,Spring,Albania,25-34
841,Male,22,Sandals,Footwear,55,Free Shipping,No,Spring,Albania,25-34
842,Female,22,Blouse,Clothing,98,Free Shipping,Yes,Spring,Albania,25-34
843,Female,22,Sneakers,Footwear,99,Free Shipping,No,Spring,Albania,25-34
844,Female,22,Shirt,Clothing,65,Free Shipping,Yes,Spring,Albania,25-34
845,Female,22,Shorts,Clothing,35,Free Shipping,No,Spring,Albania,25-34
846,Female,22,Coat,Outerwear,85,Free Shipping,Yes,Spring,Albania,25-34
847,Male,22,Handbag,Accessories,96,Free Shipping,No,Spring,Albania,25-34
848,Female,22,Sunglasses,Accessories,74,Free Shipping,Yes,Spring,Albania,25-34
849,Female,22,Scarf,Accessories,52,Free Shipping,No,Spring,Albania,25-34
850,Female,22,Blouse,Clothing,22,Free Shipping,Yes,Spring,Albania,25-34
851,Male,22,Sweater,Clothing,21,Free Shipping,No,Spring,Albania,25-34
852,Female,22,Jeans,Clothing,45,Free Shipping,Yes,Spring,Albania,25-34
853,Female,22,Sandals,Footwear,77,Free Shipping,No,Spring,Albania,25-34
854,Female,22,Blouse,Clothing,50,Free Shipping,Yes,Spring,Albania,25-34
855,Female,22,Sneakers,Footwear,25,Free Shipping,No,Spring,Albania,25-34
856,Male,22,Shirt,Clothing,15,Free Shipping,Yes,Spring,Albania,25-34
857,Male,22,Shorts,Clothing,69,Free Shipping,No,Spring,Albania,25-34
858,Male,22,Coat,Outerwear,85,Free Shipping,Yes,Spring,Albania,25-34
859,Female,22,Handbag,Accessories,12,Free Shipping,No,Spring,Albania,25-34
860,Male,22,Sunglasses,Accessories,100,Free Shipping,Yes,Spring,Albania,25-34
861,Female,22,Scarf,Accessories,23,Free Shipping,No,Spring,Albania,25-34
862,Female,22,Blouse,Clothing,14,Free Shipping,Yes,Spring,Albania,25-34
863,Female,22,Sweater,Clothing,25,Free Shipping,No,Spring,Albania,25-34
864,Female,22,Jeans,Clothing,41,Free Shipping,Yes,Spring,Albania,25-34
865,Female,22,Blouse,Clothing,22,Free Shipping,No,Spring,Albania,25-34
866,Male,22,Sweater,Clothing,63,Free Shipping,Yes,Spring,Albania,25-34
867,Female,22,Jeans,Clothing,55,Free Shipping,No,Spring,Albania,25-34
868,Female,22,Sandals,Footwear,98,Free Shipping,Yes,Spring,Albania,25-34
869,Female,22,Blouse,Clothing,99,Free Shipping,No,Spring,Albania,25-34
870,Female,22,Sneakers,Footwear,65,Free Shipping,Yes,Spring,Albania,25-34
871,Male,22,Shirt,Clothing,35,Free Shipping,No,Spring,Albania,25-34
872,Female,22,Shorts,Clothing,85,Free Shipping,Yes,Spring,Albania,25-34
873,Female,22,Coat,Outerwear,96,Free Shipping,No,Spring,Albania,25-34
874,Female,22,Handbag,Accessories,74,Free Shipping,Yes,Spring,Albania,25-34
875,Female,22,Sunglasses,Accessories,52,Free Shipping,No,Spring,Albania,25-34
876,Male,22,Scarf,Accessories,22,Free Shipping,Yes,Spring,Albania,25-34
877,Male,22,Blouse,Clothing,21,Free Shipping,No,Spring,Albania,25-34
878,Male,22,Sweater,Clothing,45,Free Shipping,Yes,Spring,Albania,25-34
879,Female,22,Jeans,Clothing,77,Free Shipping,No,Spring,Albania,25-34
880,Male,22,Sandals,Footwear,50,Free Shipping,Yes,Spring,Albania,25-34
881,Female,22,Blouse,Clothing,25,Free Shipping,No,Spring,Albania,25-34
882,Female,22,Sneakers,Footwear,15,Free Shipping,Yes,Spring,Albania,25-34
883,Female,22,Shirt,Clothing,69,Free Shipping,No,Spring,Albania,25-34
884,Female,22,Shorts,Clothing,85,Free Shipping,Yes,Spring,Albania,25-34
885,Female,22,Coat,Outerwear,12,Free Shipping,No,Spring,Albania,25-34
886,Male,22,Handbag,Accessories,100,Free Shipping,Yes,Spring,Albania,25-34
887,Female,22,Sunglasses,Accessories,23,Free Shipping,No,Spring,Albania,25-34
888,Female,22,Scarf,Accessories,14,Free Shipping,Yes,Spring,Albania,25-34
889,Female,22,Blouse,Clothing,25,Free Shipping,No,Spring,Albania,25-34
890,Female,22,Sweater,Clothing,41,Free Shipping,Yes,Spring,Albania,25-34
891,Male,22,Jeans,Clothing,22,Free Shipping,No,Spring,Albania,25-34
892,Female,22,Sandals,Footwear,63,Free Shipping,Yes,Spring,Albania,25-34
893,Male,22,Blouse,Clothing,55,Free Shipping,Yes,Spring,Albania,25-34
894,Female,22,Sneakers,Footwear,98,Free Shipping,Yes,Spring,Albania,25-34
895,Female,22,Shirt,Clothing,99,Free Shipping,Yes,Spring,Albania,25-34
896,Female,22,Shorts,Clothing,65,Free Shipping,Yes,Spring,Albania,25-34
897,Female,22,Coat,Outerwear,35,Free Shipping,Yes,Spring,Albania,25-34
898,Male,22,Handbag,Accessories,85,Free Shipping,Yes,Spring,Albania,25-34
899,Male,22,Sunglasses,Accessories,96,Free Shipping,Yes,Spring,Albania,25-34
900,Male,22,Scarf,Accessories,74,Free Shipping,Yes,Spring,Albania,25-34
901,Male,22,Blouse,Clothing,52,Free Shipping,Yes,Spring,Albania,25-34
902,Male,22,Sweater,Clothing,22,Free Shipping,Yes,Spring,Albania,25-34
903,Female,22,Jeans,Clothing,21,Free Shipping,Yes,Spring,Albania,25-34
904,Female,22,Sandals,Footwear,45,Free Shipping,Yes,Spring,Albania,25-34
905,Female,22,Blouse,Clothing,77,Free Shipping,Yes,Spring,Albania,25-34
906,Female,22,Sneakers,Footwear,50,Free Shipping,Yes,Spring,Albania,25-34
907,Female,22,Shirt,Clothing,25,Free Shipping,Yes,Spring,Albania,25-34
908,Female,22,Shorts,Clothing,15,Free Shipping,Yes,Spring,Albania,25-34
909,Male,22,Coat,Outerwear,69,Free Shipping,Yes,Spring,Albania,25-34
910,Female,22,Handbag,Accessories,85,Free Shipping,Yes,Spring,Albania,25-34
911,Male,22,Sunglasses,Accessories,12,Free Shipping,Yes,Spring,Albania,25-34
912,Female,22,Scarf,Accessories,100,Free Shipping,Yes,Spring,Albania,25-34
913,Female,22,Blouse,Clothing,23,Free Shipping,Yes,Spring,Albania,25-34
914,Female,22,Sweater,Clothing,14,Free Shipping,Yes,Spring,Albania,25-34
915,Male,22,Jeans,Clothing,25,Free Shipping,Yes,Spring,Albania,25-34
916,Male,22,Blouse,Clothing,41,Free Shipping,Yes,Spring,Albania,25-34
917,Female,22,Sweater,Clothing,22,Free Shipping,Yes,Spring,Albania,25-34
918,Male,22,Jeans,Clothing,63,Free Shipping,Yes,Spring,Albania,25-34
919,Male,22,Sandals,Footwear,55,Free Shipping,Yes,Spring,Albania,25-34
920,Female,22,Blouse,Clothing,98,Free Shipping,Yes,Spring,Albania,25-34
921,Male,22,Sneakers,Footwear,99,Free Shipping,Yes,Spring,Albania,25-34
922,Male,22,Shirt,Clothing,65,Free Shipping,Yes,Spring,Albania,25-34
923,Female,22,Shorts,Clothing,35,Free Shipping,Yes,Spring,Albania,25-34
924,Male,22,Coat,Outerwear,85,Free Shipping,Yes,Spring,Albania,25-34
925,Female,22,Handbag,Accessories,96,Free Shipping,Yes,Spring,Albania,25-34
926,Male,22,Sunglasses,Accessories,74,Free Shipping,Yes,Spring,Albania,25-34
927,Female,22,Scarf,Accessories,52,Free Shipping,Yes,Spring,Albania,25-34
928,Male,22,Blouse,Clothing,22,Express,Yes,Spring,Albania,25-34
929,Female,22,Sweater,Clothing,21,Express,Yes,Spring,Albania,25-34
930,Female,22,Jeans,Clothing,45,Express,Yes,Spring,Albania,25-34
931,Male,22,Sandals,Footwear,77,Express,Yes,Spring,Albania,25-34
932,Female,22,Blouse,Clothing,50,Express,Yes,Spring,Albania,25-34
933,Male,22,Sneakers,Footwear,25,Express,Yes,Spring,Albania,25-34
934,Male,22,Shirt,Clothing,15,Express,Yes,Spring,Albania,25-34
935,Female,22,Shorts,Clothing,69,Express,Yes,Spring,Albania,25-34
936,Female,22,Coat,Outerwear,85,Express,Yes,Spring,Albania,25-34
937,Female,22,Handbag,Accessories,12,Express,Yes,Spring,Albania,25-34
938,Female,22,Sunglasses,Accessories,100,Express,Yes,Spring,Albania,25-34
939,Female,22,Scarf,Accessories,23,Express,Yes,Spring,Albania,25-34
940,Female,22,Blouse,Clothing,14,Express,Yes,Spring,Albania,25-34
941,Female,22,Sweater,Clothing,25,Express,Yes,Spring,Albania,25-34
942,Male,22,Jeans,Clothing,41,Express,Yes,Spring,Albania,25-34
943,Male,22,Sandals,Footwear,22,Express,Yes,Spring,Albania,25-34
944,Female,22,Blouse,Clothing,63,Express,Yes,Spring,Albania,25-34
945,Female,22,Sneakers,Footwear,55,Express,Yes,Spring,Albania,25-34
946,Female,22,Shirt,Clothing,98,Express,Yes,Spring,Albania,25-34
947,Female,22,Shorts,Clothing,99,Express,Yes,Spring,Albania,25-34
948,Female,22,Coat,Outerwear,65,Express,Yes,Spring,Albania,25-34
949,Female,22,Handbag,Accessories,35,Express,Yes,Spring,Albania,25-34
950,Female,22,Sunglasses,Accessories,85,Express,Yes,Spring,Albania,25-34
951,Female,22,Scarf,Accessories,96,Express,Yes,Spring,Albania,25-34
952,Male,22,Blouse,Clothing,74,Express,Yes,Spring,Albania,25-34
953,Female,22,Sweater,Clothing,52,Express,Yes,Spring,Albania,25-34
954,Male,22,Jeans,Clothing,22,Express,Yes,Spring,Albania,25-34
955,Female,22,Sandals,Footwear,21,Express,Yes,Spring,Albania,25-34
956,Male,22,Blouse,Clothing,45,Express,Yes,Spring,Albania,25-34
957,Female,22,Sneakers,Footwear,77,Express,Yes,Spring,Albania,25-34
958,Male,22,Shirt,Clothing,50,Express,Yes,Spring,Albania,25-34
959,Female,22,Shorts,Clothing,25,Express,Yes,Spring,Albania,25-34
960,Male,22,Coat,Outerwear,15,Express,Yes,Spring,Albania,25-34
961,Male,22,Handbag,Accessories,69,Next Day Air,Yes,Spring,Albania,25-34
962,Male,22,Sunglasses,Accessories,85,Next Day Air,Yes,Spring,Albania,25-34
963,Female,22,Scarf,Accessories,12,Next Day Air,Yes,Spring,Albania,25-34
964,Female,22,Blouse,Clothing,100,Next Day Air,Yes,Spring,Albania,25-34
965,Male,22,Sweater,Clothing,23,Next Day Air,Yes,Spring,Albania,25-34
966,Male,22,Jeans,Clothing,14,Next Day Air,Yes,Spring,Albania,25-34
967,Female,22,Jeans,Clothing,25,Next Day Air,Yes,Spring,Albania,25-34
968,Female,22,Jeans,Clothing,41,Next Day Air,Yes,Spring,Albania,25-34
969,Male,22,Jeans,Clothing,22,Next Day Air,Yes,Spring,Albania,25-34
970,Female,22,Jeans,Clothing,63,Next Day Air,Yes,Spring,Albania,25-34
971,Male,22,Jeans,Clothing,55,Next Day Air,Yes,Spring,Albania,25-34
972,Female,22,Jeans,Clothing,98,Next Day Air,Yes,Spring,Albania,25-34
973,Female,22,Jeans,Clothing,99,Next Day Air,Yes,Spring,Albania,25-34
974,Female,22,Jeans,Clothing,65,Next Day Air,Yes,Spring,Albania,25-34
975,Male,22,Jeans,Clothing,35,Next Day Air,Yes,Spring,Albania,25-34
976,Male,22,Jeans,Clothing,85,Next Day Air,Yes,Spring,Albania,25-34
977,Female,22,Jeans,Clothing,96,Next Day Air,Yes,Spring,Albania,25-34
978,Male,22,Jeans,Clothing,74,Next Day Air,Yes,Spring,Albania,25-34
979,Female,22,Jeans,Clothing,52,Next Day Air,Yes,Spring,Albania,25-34
980,Female,22,Jeans,Clothing,22,Next Day Air,Yes,Spring,Albania,25-34
981,Male,22,Jeans,Clothing,21,Next Day Air,Yes,Spring,Albania,25-34
982,Male,22,Jeans,Clothing,45,Next Day Air,Yes,Spring,Albania,25-34
983,Male,22,Jeans,Clothing,77,Next Day Air,Yes,Spring,Albania,25-34
984,Female,22,Jeans,Clothing,50,Next Day Air,Yes,Spring,Albania,25-34
985,Female,22,Jeans,Clothing,25,Next Day Air,Yes,Spring,Albania,25-34
986,Male,22,Jeans,Clothing,15,Next Day Air,Yes,Spring,Albania,25-34
987,Female,22,Jeans,Clothing,69,Next Day Air,Yes,Spring,Albania,25-34
988,Female,22,Jeans,Clothing,85,Next Day Air,Yes,Spring,Albania,25-34
989,Female,22,Jeans,Clothing,12,Next Day Air,Yes,Spring,Albania,25-34
990,Female,22,Jeans,Clothing,100,Next Day Air,Yes,Spring,Albania,25-34
991,Female,22,Jeans,Clothing,23,Next Day Air,Yes,Spring,Albania,25-34
992,Male,22,Jeans,Clothing,14,Next Day Air,Yes,Spring,Albania,25-34
993,Male,22,Jeans,Clothing,25,Next Day Air,Yes,Spring,Albania,25-34
994,Female,22,Jeans,Clothing,41,Next Day Air,Yes,Spring,Albania,25-34
995,Female,22,Jeans,Clothing,22,Next Day Air,Yes,Spring,Albania,25-34
996,Male,22,Jeans,Clothing,63,Next Day Air,Yes,Spring,Albania,25-34
997,Female,22,Jeans,Clothing,55,Next Day Air,Yes,Spring,Albania,25-34
998,Female,22,Jeans,Clothing,98,Next Day Air,Yes,Spring,Albania,25-34
999,Male,22,Jeans,Clothing,99,Next Day Air,Yes,Spring,Albania,25-34
1000,Male,22,Jeans,Clothing,65,Next Day Air,Yes,Spring,Albania,25-34
1001,Female,22,Jeans,Clothing,35,Next Day Air,Yes,Spring,Albania,25-34
1002,Female,22,Jeans,Clothing,85,Next Day Air,Yes,Spring,Albania,25-34
1003,Male,22,Jeans,Clothing,96,Next Day Air,Yes,Spring,Albania,25-34
1004,Male,22,Jeans,Clothing,74,Next Day Air,Yes,Spring,Albania,25-34
1005,Male,22,Jeans,Clothing,52,Next Day Air,Yes,Spring,Albania,25-34
1006,Female,22,Jeans,Clothing,22,Next Day Air,Yes,Spring,Albania,25-34
1007,Female,22,Jeans,Clothing,21,Next Day Air,Yes,Spring,Albania,25-34
1008,Male,22,Jeans,Clothing,45,Next Day Air,Yes,Spring,Albania,25-34
1009,Male,22,Jeans,Clothing,77,Next Day Air,Yes,Spring,Albania,25-34
1010,Male,22,Jeans,Clothing,50,Next Day Air,Yes,Spring,Albania,25-34
1011,Male,22,Jeans,Clothing,25,Next Day Air,Yes,Spring,Albania,25-34
1012,Female,22,Jeans,Clothing,15,Next Day Air,Yes,Spring,Albania,25-34
1013,Female,22,Jeans,Clothing,69,Next Day Air,Yes,Spring,Albania,25-34
1014,Male,22,Jeans,Clothing,85,Next Day Air,Yes,Spring,Albania,25-34
1015,Female,22,Jeans,Clothing,12,Next Day Air,Yes,Spring,Albania,25-34
1016,Female,22,Jeans,Clothing,100,Next Day Air,Yes,Spring,Albania,25-34
1017,Female,22,Jeans,Clothing,23,Next Day Air,Yes,Spring,Albania,25-34
1018,Female,22,Jeans,Clothing,14,Next Day Air,Yes,Spring,Albania,25-34
1019,Female,22,Jeans,Clothing,25,Next Day Air,Yes,Spring,Albania,25-34
1020,Female,22,Jeans,Clothing,41,Next Day Air,Yes,Spring,Albania,25-34
1021,Male,22,Jeans,Clothing,22,Next Day Air,Yes,Spring,Albania,25-34
1022,Female,22,Jeans,Clothing,63,Next Day Air,Yes,Spring,Albania,25-34
